                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    160,                0.48072,                0.25101,                0.78715,                0.88659,                0.79448,                0.78348,                0.57989,                0.79199,                0.39088,                0.83984,             0.00015205,             0.00015205,             0.00015205
                    161,                0.48724,                0.25015,                0.79042,                0.95212,                0.72773,                0.78323,                 0.5804,                 0.7888,                0.38642,                0.83932,             0.00014851,             0.00014851,             0.00014851
                    162,                0.47674,                0.24795,                0.79101,                0.95368,                0.73089,                0.78491,                0.57987,                0.78099,                0.38853,                0.83842,             0.00014498,             0.00014498,             0.00014498
                    163,                0.46607,                0.24874,                0.78877,                0.83742,                0.79729,                0.78484,                0.57752,                 0.7798,                0.38885,                  0.838,             0.00014144,             0.00014144,             0.00014144
                    164,                0.45888,                0.24639,                0.78424,                0.82747,                0.80441,                0.78735,                0.58022,                0.78134,                0.39212,                0.83861,             0.00013791,             0.00013791,             0.00013791
                    165,                0.50066,                0.25707,                0.78824,                0.84223,                  0.797,                0.79332,                0.58819,                 0.7754,                0.39275,                0.83808,             0.00013437,             0.00013437,             0.00013437
                    166,                0.47998,                0.25272,                0.79357,                0.84284,                0.80442,                0.79515,                0.58736,                0.77787,                0.38927,                0.83924,             0.00013084,             0.00013084,             0.00013084
                    167,                0.46562,                 0.2457,                0.78387,                0.85493,                0.79977,                0.81826,                 0.5931,                0.77877,                0.38791,                0.83812,             0.00012731,             0.00012731,             0.00012731
                    168,                  0.467,                 0.2491,                0.78663,                0.86705,                0.80015,                0.82796,                0.59921,                0.78655,                0.38825,                0.83911,             0.00012377,             0.00012377,             0.00012377
                    169,                0.47354,                0.24757,                0.79279,                 0.8882,                 0.7929,                0.80131,                0.59013,                0.77992,                 0.3876,                0.83828,             0.00012024,             0.00012024,             0.00012024
                    170,                0.44158,                0.23469,                0.79124,                0.91062,                0.79229,                0.81639,                0.59123,                0.77974,                 0.3882,                0.83818,              0.0001167,              0.0001167,              0.0001167
                    171,                0.46508,                0.24299,                0.78749,                0.89285,                0.79183,                0.81005,                0.58745,                0.78121,                0.38829,                0.83998,             0.00011317,             0.00011317,             0.00011317
                    172,                0.47806,                0.24792,                0.79055,                0.88868,                0.78525,                 0.7923,                0.57586,                0.78791,                0.38592,                 0.8418,             0.00010963,             0.00010963,             0.00010963
                    173,                0.46481,                 0.2453,                0.79011,                0.88851,                0.78661,                0.79264,                0.58253,                 0.7882,                0.38438,                0.83991,              0.0001061,              0.0001061,              0.0001061
                    174,                0.45748,                0.24145,                0.78855,                0.87894,                 0.7861,                0.79235,                0.59068,                0.78025,                0.38516,                0.83891,             0.00010257,             0.00010257,             0.00010257
                    175,                0.46214,                0.24513,                0.78992,                0.87701,                0.79653,                0.78255,                0.59053,                0.77987,                0.38607,                0.83932,             9.9032e-05,             9.9032e-05,             9.9032e-05
                    176,                0.48365,                0.25078,                0.78995,                0.86433,                0.80274,                0.78989,                0.58351,                0.78319,                0.38764,                0.84013,             9.5498e-05,             9.5498e-05,             9.5498e-05
                    177,                0.46638,                0.24547,                0.78655,                0.85143,                0.80036,                0.79138,                0.58033,                0.78256,                0.38639,                0.83983,             9.1963e-05,             9.1963e-05,             9.1963e-05
                    178,                0.45931,                0.24209,                0.78639,                0.86677,                0.79893,                0.79653,                0.58325,                0.78614,                0.38612,                0.84031,             8.8429e-05,             8.8429e-05,             8.8429e-05
                    179,                0.46396,                 0.2425,                 0.7864,                  0.874,                0.79262,                0.78791,                0.58727,                0.78221,                0.38586,                0.83869,             8.4895e-05,             8.4895e-05,             8.4895e-05
                    180,                0.46529,                0.24259,                0.79265,                0.87717,                0.79317,                0.78173,                0.58726,                0.77758,                0.38473,                0.83778,              8.136e-05,              8.136e-05,              8.136e-05
                    181,                0.46337,                0.24575,                0.79025,                0.88029,                0.79281,                0.79886,                0.58976,                0.77651,                0.38718,                0.83809,             7.7826e-05,             7.7826e-05,             7.7826e-05
                    182,                0.46951,                0.24322,                  0.787,                0.87273,                0.79216,                0.78581,                0.58027,                0.78076,                0.38645,                0.84031,             7.4292e-05,             7.4292e-05,             7.4292e-05
                    183,                0.45543,                0.23658,                0.78914,                0.88517,                 0.7897,                0.78778,                0.58828,                0.78363,                0.38921,                0.84015,             7.0757e-05,             7.0757e-05,             7.0757e-05
                    184,                0.46504,                0.24462,                0.78658,                0.88872,                0.79045,                0.78061,                0.58911,                0.78183,                0.38954,                0.83863,             6.7223e-05,             6.7223e-05,             6.7223e-05
                    185,                0.45648,                0.23958,                0.78629,                0.88193,                0.79854,                0.78018,                0.58404,                0.78062,                0.38954,                 0.8386,             6.3689e-05,             6.3689e-05,             6.3689e-05
                    186,                0.44771,                0.23807,                 0.7878,                0.87489,                0.78794,                0.78008,                0.58017,                0.78577,                0.38918,                0.83981,             6.0154e-05,             6.0154e-05,             6.0154e-05
                    187,                0.44249,                0.23356,                0.78688,                0.87484,                 0.7699,                0.78054,                0.57672,                0.78265,                0.38885,                  0.839,              5.662e-05,              5.662e-05,              5.662e-05
                    188,                0.44428,                0.23688,                0.78685,                 0.8669,                0.77253,                0.78011,                0.57874,                0.77764,                0.38689,                0.83867,             5.3086e-05,             5.3086e-05,             5.3086e-05
                    189,                0.44625,                0.23135,                0.78391,                0.83756,                0.79504,                0.77819,                0.58549,                0.77844,                0.38672,                 0.8386,             4.9552e-05,             4.9552e-05,             4.9552e-05
                    190,                0.46657,                0.24102,                0.79114,                0.84177,                0.79793,                 0.7772,                0.58449,                0.78354,                0.38592,                0.83925,             4.6017e-05,             4.6017e-05,             4.6017e-05
                    191,                0.64008,                0.30147,                0.79922,                0.86027,                0.79779,                0.77718,                0.58226,                0.78037,                0.38354,                0.83879,             4.2483e-05,             4.2483e-05,             4.2483e-05
                    192,                0.58521,                0.28558,                0.78755,                0.87241,                 0.7891,                0.78301,                 0.5867,                0.78836,                0.39442,                0.84023,             3.8949e-05,             3.8949e-05,             3.8949e-05
                    193,                0.55177,                0.26615,                0.78791,                0.88287,                0.78661,                0.78778,                 0.5876,                0.78919,                0.39127,                0.84026,             3.5414e-05,             3.5414e-05,             3.5414e-05
                    194,                0.52393,                0.25544,                0.78278,                0.88416,                0.78392,                0.78833,                 0.5883,                0.78081,                0.38948,                0.83919,              3.188e-05,              3.188e-05,              3.188e-05
                    195,                0.53573,                0.26551,                0.78854,                 0.8815,                0.78423,                0.78674,                0.58467,                0.78133,                0.39079,                0.83932,             2.8346e-05,             2.8346e-05,             2.8346e-05
                    196,                0.53351,                0.26651,                0.78371,                0.88377,                0.78392,                0.78538,                0.58215,                0.78675,                0.39241,                0.83975,             2.4812e-05,             2.4812e-05,             2.4812e-05
                    197,                0.50713,                0.25462,                0.77761,                0.87927,                0.77773,                0.78561,                0.58721,                0.78311,                0.39022,                0.83879,             2.1277e-05,             2.1277e-05,             2.1277e-05
                    198,                0.53128,                0.26444,                0.78636,                0.86557,                0.78861,                0.78172,                0.58559,                0.78363,                0.39044,                0.83898,             1.7743e-05,             1.7743e-05,             1.7743e-05
                    199,                0.49079,                0.24643,                0.78484,                0.86423,                0.78886,                0.78069,                0.58687,                0.78325,                0.39015,                0.83856,             1.4209e-05,             1.4209e-05,             1.4209e-05
                    200,                0.48655,                0.24698,                0.78021,                0.86394,                0.78909,                0.78146,                0.58792,                0.78008,                0.38983,                0.83817,             1.0674e-05,             1.0674e-05,             1.0674e-05
